School Code,FCI,Sqft,System,"Total Cost by School, By System",Priority1 Count,Priority2 Count,Priority3 Count,Priority4 Count,Priority1 Cost,Priority2 Cost,Priority3 Cost,Priority4 Cost
CO-1420-5892,0.09858066,54227,Roofing,"$3,202.27 ",,,,,,,"$3,202.27 ",
CO-1420-5892,0.09858066,54227,Site,"$103,887.10 ",,,1,3,,,"$10,268.87 ","$93,618.23 "
CO-1420-5892,0.09858066,54227,Specialties,"$121,656.44 ",,,2,4,,"$3,552.24 ","$11,665.66 ","$106,438.54 "
0,0.015645398,#N/A,Electrical,"$35,575.88 ",,1,1,1,,"$7,019.54 ","$22,600.90 ","$5,955.44 "
0,0.015645398,#N/A,Exterior,"$552,764.60 ",,1,7,24,,"$363,911.51 ",,"$188,853.09 "
0,0.015645398,#N/A,HVAC,"$191,642.63 ",,20,,8,,"$137,683.46 ","$9,495.42 ","$44,463.76 "
0,0.015645398,#N/A,Interior,"$265,047.02 ",,9,1,27,,"$1,276.51 ","$103,549.65 ","$160,220.86 "
0,0.015645398,#N/A,Other,"$427,905.00 ",,1,7,,,"$33,300.00 ","$394,605.00 ",
0,0.015645398,#N/A,Plumbing,"$363,104.99 ",,2,4,24,,"$66,406.50 ","$230,264.75 ","$66,433.73 "
0,0.015645398,#N/A,Roofing,"$527,244.37 ",,5,15,,"$468,757.91 ",,"$58,486.47 ",
0,0.015645398,#N/A,Site,"$1,259,386.92 ",17,,4,42,,"$51,987.57 ","$138,730.31 ","$1,068,669.04 "
0,0.015645398,#N/A,Specialties,"$63,555.86 ",,2,5,14,,,,"$63,555.86 "
0,0.015645398,#N/A,Stairs and Elevators,"$4,046.18 ",,,,6,,,,"$4,046.18 "
0,0.015645398,#N/A,Structure,"$6,591.65 ",,,,,,"$2,068.57 ","$4,523.07 ",
0,0.191789384,#N/A,Interior,"$173,408.38 ",,1,1,1,,,,"$173,408.38 "
0,0.191789384,#N/A,Site,"$17,205.00 ",,,,,,"$17,205.00 ",,
0,0.191789384,#N/A,Specialties,"$2,029.22 ",,1,,,,,"$2,029.22 ",
CO-1420-8036,0.10387985,53724.19,Electrical,"$102,326.78 ",,,1,,,"$11,100.00 ","$91,226.78 ",
CO-1420-8036,0.10387985,53724.19,Exterior,"$9,990.00 ",,1,2,1,,"$4,995.00 ",,"$4,995.00 "
CO-1420-8036,0.10387985,53724.19,HVAC,"$733,099.68 ",,1,,2,,"$394,911.87 ","$13,129.99 ","$325,057.82 "
CO-1420-8036,0.10387985,53724.19,Interior,"$356,671.90 ",,3,2,6,,,"$91,575.00 ","$265,096.90 "
CO-1420-8036,0.10387985,53724.19,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-8036,0.10387985,53724.19,Plumbing,"$21,681.83 ",,,1,,"$21,681.83 ",,,
CO-1420-8036,0.10387985,53724.19,Roofing,"$642,985.68 ",2,,,,,,"$642,985.68 ",
CO-1420-8036,0.10387985,53724.19,Site,"$65,777.76 ",,,1,3,,"$6,432.32 ",,"$59,345.44 "
CO-1420-8036,0.10387985,53724.19,Specialties,"$73,055.97 ",,1,,2,,,,"$73,055.97 "
CO-1420-9234,0.082796049,167444.86,Electrical,"$1,409,128.01 ",,,,1,"$377,234.18 ","$183,749.83 ","$847,391.50 ",$752.49 
CO-1420-9234,0.082796049,167444.86,Exterior,"$157,165.19 ",3,1,7,3,,"$133,052.66 ","$1,607.97 ","$22,504.56 "
CO-1420-9234,0.082796049,167444.86,HVAC,"$2,859,728.13 ",,6,1,,,"$495,879.32 ","$2,363,848.81 ",
CO-1420-9234,0.082796049,167444.86,Interior,"$600,465.71 ",,5,7,21,,,"$136,416.35 ","$464,049.36 "
CO-1420-9234,0.082796049,167444.86,Other,"$171,567.15 ",,,8,1,,,"$166,500.00 ","$5,067.15 "
CO-1420-9234,0.082796049,167444.86,Plumbing,"$54,660.42 ",,,1,1,"$5,848.59 ",,"$47,393.04 ","$1,418.79 "
CO-1420-9234,0.082796049,167444.86,Site,"$1,251,944.78 ",1,,4,2,,"$154,304.85 ","$1,029,476.73 ","$68,163.20 "
CO-1420-9234,0.082796049,167444.86,Specialties,"$190,808.61 ",,2,12,15,,"$8,757.99 ","$71,687.93 ","$110,362.69 "
CO-1420-9245,0.193350484,34593,Electrical,"$12,840.98 ",,2,2,,,,"$12,840.98 ",
CO-1420-9245,0.193350484,34593,Exterior,"$5,550.00 ",,,2,,,,,"$5,550.00 "
CO-1420-9245,0.193350484,34593,HVAC,"$682,145.09 ",,,,,,"$682,145.09 ",,
CO-1420-9245,0.193350484,34593,Interior,"$777,000.00 ",,4,,1,,,,"$777,000.00 "
CO-1420-9245,0.193350484,34593,Other,"$25,455.64 ",,,,,,,"$25,455.64 ",
CO-1420-9245,0.193350484,34593,Plumbing,"$7,770.00 ",,,2,,,"$7,770.00 ",,
CO-1420-9245,0.193350484,34593,Site,"$139,269.41 ",,1,,1,,,"$94,806.33 ","$44,463.08 "
CO-1420-9245,0.193350484,34593,Specialties,"$46,620.00 ",,,1,2,,,"$9,435.00 ","$37,185.00 "
CO-1420-9245,0.193350484,34593,Structure,"$65,461.94 ",,,1,1,,,"$37,711.94 ","$27,750.00 "
CO-1420-9999,0.027420122,33721,Electrical,"$40,999.07 ",,,,2,,"$28,078.14 ","$1,473.45 ","$11,447.49 "
CO-1420-9999,0.027420122,33721,Exterior,"$600,233.20 ",,2,1,61,,"$379,395.17 ","$76,996.83 ","$143,841.20 "
CO-1420-9999,0.027420122,33721,HVAC,"$63,223.34 ",,38,6,,,"$63,223.34 ",,
CO-1420-9999,0.027420122,33721,Interior,"$276,847.09 ",,26,,39,,"$107,104.21 ","$4,349.92 ","$165,392.95 "
CO-1420-9999,0.027420122,33721,Other,"$765,900.00 ",,3,1,,,"$321,900.00 ","$444,000.00 ",
CO-1420-9999,0.027420122,33721,Plumbing,"$146,894.04 ",,3,2,7,,"$81,119.80 ","$17,558.04 ","$48,216.20 "
CO-1420-9999,0.027420122,33721,Roofing,"$240,628.72 ",,6,6,,"$240,628.72 ",,,
CO-1420-9999,0.027420122,33721,Site,"$274,845.44 ",3,,,5,,"$122,100.00 ","$64,618.67 ","$88,126.76 "
CO-1420-9999,0.027420122,33721,Specialties,"$22,618.05 ",,1,3,5,,,,"$22,618.05 "
CO-1420-9999,0.027420122,33721,Stairs and Elevators,"$86,388.91 ",,,,30,,,,"$86,388.91 "
CO-1420-9999,0.027420122,33721,Structure,"$140,127.99 ",,,,,,,"$140,127.99 ",
CO-1420-0776,0.167318141,50555.36,Electrical,"$258,119.07 ",,,2,2,,"$176,447.85 ","$50,123.50 ","$31,547.71 "
CO-1420-0776,0.167318141,50555.36,Exterior,"$311,379.59 ",,4,1,2,"$26,525.10 ","$183,306.04 ","$93,201.39 ","$8,347.04 "
CO-1420-0776,0.167318141,50555.36,Fire and Life Safety,"$16,535.10 ",1,2,3,,"$16,535.10 ",,,
CO-1420-0776,0.167318141,50555.36,HVAC,"$745,191.54 ",2,,,1,,"$169,634.56 ","$505,295.05 ","$70,261.92 "
CO-1420-0776,0.167318141,50555.36,Interior,"$848,847.36 ",,4,3,10,,,"$10,404.51 ","$838,442.85 "
CO-1420-0776,0.167318141,50555.36,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-0776,0.167318141,50555.36,Plumbing,"$277,060.53 ",,,1,2,"$10,427.27 ",,"$61,181.62 ","$205,451.63 "
CO-1420-0776,0.167318141,50555.36,Roofing,"$28,090.73 ",1,,2,,"$3,517.88 ","$24,572.85 ",,
CO-1420-0776,0.167318141,50555.36,Site,"$931,816.74 ",2,1,,4,,,"$215,414.30 ","$716,402.44 "
CO-1420-0776,0.167318141,50555.36,Specialties,"$103,003.89 ",,,7,3,,,"$52,972.75 ","$50,031.14 "
CO-1420-0776,0.167318141,50555.36,Stairs and Elevators,"$9,458.64 ",,,2,1,,,,"$9,458.64 "
CO-1420-0776,0.167318141,50555.36,Structure,"$38,850.00 ",,,,1,,,,"$38,850.00 "
CO-1420-0779,0.052673494,57315,Electrical,"$174,086.99 ",,,,,,"$63,086.99 ","$111,000.00 ",
CO-1420-0779,0.052673494,57315,Exterior,"$13,843.94 ",,2,1,,,"$4,291.42 ","$9,552.53 ",
CO-1420-0779,0.052673494,57315,HVAC,"$277,500.00 ",,1,1,1,"$166,500.00 ",,,"$111,000.00 "
CO-1420-0779,0.052673494,57315,Interior,"$277,538.56 ",1,,,2,,"$13,320.00 ","$129,037.50 ","$135,181.06 "
CO-1420-0779,0.052673494,57315,Other,"$2,775.00 ",,1,1,,,,"$2,775.00 ",
CO-1420-0779,0.052673494,57315,Roofing,"$7,662.37 ",,,1,,,,"$7,662.37 ",
CO-1420-0779,0.052673494,57315,Site,"$260,367.11 ",,,1,2,,"$49,477.14 ","$126,750.86 ","$84,139.11 "
CO-1420-0779,0.052673494,57315,Specialties,"$69,028.68 ",,2,3,2,,,,"$69,028.68 "
CO-1420-2836,0.06010365,209798,Electrical,"$1,223,346.98 ",,,,1,,"$62,949.65 ","$1,117,086.30 ","$43,311.03 "
CO-1420-2836,0.06010365,209798,Exterior,"$30,578.84 ",,2,6,1,,"$27,750.00 ",,"$2,828.84 "
CO-1420-2836,0.06010365,209798,HVAC,"$828,040.46 ",,1,,4,,"$613,072.68 ","$1,002.86 ","$213,964.92 "
CO-1420-2836,0.06010365,209798,Interior,"$1,237,500.31 ",,1,1,12,,,"$410,124.66 ","$827,375.64 "
CO-1420-2836,0.06010365,209798,Other,"$6,106.75 ",,,2,,$1.75 ,,"$6,105.00 ",
CO-1420-2836,0.06010365,209798,Plumbing,"$102,310.08 ",1,,1,1,,,"$75,335.43 ","$26,974.64 "
CO-1420-2836,0.06010365,209798,Roofing,"$434,125.26 ",,,2,,"$434,125.26 ",,,
CO-1420-2836,0.06010365,209798,Site,"$871,459.90 ",2,,,4,,"$257,860.36 ","$557,616.84 ","$55,982.71 "
CO-1420-2836,0.06010365,209798,Specialties,"$278,802.17 ",,2,6,6,,,"$46,958.67 ","$231,843.50 "
CO-1420-2836,0.06010365,209798,Stairs and Elevators,"$18,251.66 ",,,3,3,,,,"$18,251.66 "
CO-1420-2832,0.060260793,111279,Electrical,"$495,934.17 ",,,,2,,,"$490,031.98 ","$5,902.19 "
CO-1420-2832,0.060260793,111279,Exterior,"$1,445.06 ",,,4,2,,,,"$1,445.06 "
CO-1420-2832,0.060260793,111279,Fire and Life Safety,"$21,894.99 ",,,,,"$21,894.99 ",,,
CO-1420-2832,0.060260793,111279,HVAC,"$318,402.22 ",1,,,1,,"$32,522.97 ","$263,447.22 ","$22,432.03 "
CO-1420-2832,0.060260793,111279,Interior,"$1,005,651.32 ",,2,4,9,"$34,970.69 ",,"$24,649.56 ","$946,031.07 "
CO-1420-2832,0.060260793,111279,Other,"$6,660.00 ",1,,1,,,,"$6,660.00 ",
CO-1420-2832,0.060260793,111279,Plumbing,"$96,865.66 ",,,2,,,"$67,648.97 ","$29,216.69 ",
CO-1420-2832,0.060260793,111279,Site,"$508,201.59 ",,1,1,8,,"$2,575.32 ","$413,008.81 ","$92,617.46 "
CO-1420-2832,0.060260793,111279,Specialties,"$143,164.64 ",,1,6,8,,,"$5,174.91 ","$137,989.73 "
CO-1420-2832,0.060260793,111279,Stairs and Elevators,"$2,890.14 ",,,1,1,,,,"$2,890.14 "
CO-1420-2832,0.060260793,111279,Structure,"$53,737.81 ",,,,1,,,"$52,898.32 ",$839.49 
CO-1420-6804,0.102439844,37239,Electrical,"$227,767.96 ",,,1,1,,"$29,616.05 ","$189,656.64 ","$8,495.26 "
CO-1420-6804,0.102439844,37239,Exterior,"$85,416.14 ",,1,5,,,"$16,992.09 ","$68,424.05 ",
CO-1420-6804,0.102439844,37239,HVAC,"$312,558.43 ",,2,2,,,"$66,600.00 ","$245,958.43 ",
CO-1420-6804,0.102439844,37239,Interior,"$335,509.38 ",,1,2,4,,,"$250,016.98 ","$85,492.40 "
CO-1420-6804,0.102439844,37239,Other,"$2,775.00 ",,,3,,,,"$2,775.00 ",
CO-1420-6804,0.102439844,37239,Plumbing,"$18,039.73 ",,,1,,,"$18,039.73 ",,
CO-1420-6804,0.102439844,37239,Roofing,"$337,747.99 ",,1,,,"$307,107.64 ","$22,977.98 ","$7,662.37 ",
CO-1420-6804,0.102439844,37239,Site,"$322,741.85 ",2,1,1,3,"$4,685.53 ",,"$78,716.89 ","$239,339.42 "
CO-1420-6804,0.102439844,37239,Specialties,"$55,572.56 ",1,,1,3,,,,"$55,572.56 "
CO-1420-6804,0.102439844,37239,Stairs and Elevators,"$1,261.15 ",,,,1,,,,"$1,261.15 "
CO-1420-9648,0.058372863,56727.21,Electrical,"$282,351.32 ",,,,,,"$65,007.71 ","$217,343.62 ",
CO-1420-9648,0.058372863,56727.21,Exterior,"$5,162.83 ",,1,4,2,"$4,199.46 ",,,$963.37 
CO-1420-9648,0.058372863,56727.21,HVAC,"$157,442.19 ",1,,,1,,,"$148,171.32 ","$9,270.86 "
CO-1420-9648,0.058372863,56727.21,Interior,"$177,933.62 ",,,3,5,,"$27,456.33 ",,"$150,477.29 "
CO-1420-9648,0.058372863,56727.21,Plumbing,"$53,453.50 ",,1,,,,"$16,070.92 ","$37,382.58 ",
CO-1420-9648,0.058372863,56727.21,Roofing,"$618,914.18 ",,1,1,,"$2,039.86 ","$616,874.32 ",,
CO-1420-9648,0.058372863,56727.21,Site,"$280,089.72 ",1,1,,5,,,"$146,369.46 ","$133,720.26 "
CO-1420-9648,0.058372863,56727.21,Specialties,"$21,274.68 ",,,2,2,,"$1,065.68 ",,"$20,209.00 "
CO-1420-0694,0.095647488,135761.86,Electrical,"$582,909.81 ",,1,,2,,"$61,484.65 ","$511,440.88 ","$9,984.27 "
CO-1420-0694,0.095647488,135761.86,Exterior,"$91,153.95 ",,3,2,2,,"$16,622.68 ","$2,679.95 ","$71,851.32 "
CO-1420-0694,0.095647488,135761.86,Fire and Life Safety,"$5,373.91 ",,2,1,,"$5,373.91 ",,,
CO-1420-0694,0.095647488,135761.86,HVAC,"$359,137.59 ",2,,,,,"$355,200.00 ","$3,937.59 ",
CO-1420-0694,0.095647488,135761.86,Interior,"$576,229.31 ",,1,1,11,"$29,426.88 ",,"$299,700.00 ","$247,102.43 "
CO-1420-0694,0.095647488,135761.86,Other,"$4,996.75 ",1,,1,,$1.75 ,,"$4,995.00 ",
CO-1420-0694,0.095647488,135761.86,Plumbing,"$292,973.51 ",1,,1,4,,,"$123,821.29 ","$169,152.22 "
CO-1420-0694,0.095647488,135761.86,Roofing,"$962,231.28 ",,,5,,"$141,737.32 ",,"$820,493.96 ",
CO-1420-0694,0.095647488,135761.86,Site,"$1,771,513.21 ",1,,2,11,,"$74,196.87 ","$496,269.42 ","$1,201,046.92 "
CO-1420-0694,0.095647488,135761.86,Specialties,"$265,546.29 ",,2,8,6,,"$1,598.51 ","$5,174.91 ","$258,772.87 "
CO-1420-0694,0.095647488,135761.86,Structure,"$55,732.41 ",,1,1,,"$11,313.59 ","$11,313.59 ","$33,105.24 ",
CO-1420-3502,0.059557095,186972.09,Electrical,"$1,352,365.60 ",1,1,1,,,"$166,500.00 ","$1,185,865.60 ",
CO-1420-3502,0.059557095,186972.09,Exterior,"$55,500.00 ",,1,6,,,"$55,500.00 ",,
CO-1420-3502,0.059557095,186972.09,Fire and Life Safety,"$8,060.86 ",,1,,,"$8,060.86 ",,,
CO-1420-3502,0.059557095,186972.09,HVAC,"$1,405,232.59 ",3,,,,,"$1,405,232.59 ",,
CO-1420-3502,0.059557095,186972.09,Interior,"$2,428,693.41 ",,,,17,,,"$391,275.00 ","$2,037,418.41 "
CO-1420-3502,0.059557095,186972.09,Roofing,"$60,054.72 ",,,1,,"$60,054.72 ",,,
CO-1420-3502,0.059557095,186972.09,Site,"$299,234.43 ",1,,,2,,"$84,952.60 ","$190,259.89 ","$24,021.94 "
CO-1420-3502,0.059557095,186972.09,Specialties,"$10,349.82 ",,1,3,2,,,,"$10,349.82 "
CO-1420-4830,0.120286021,49472.43,Electrical,"$118,739.92 ",,,,2,,"$102,400.35 ","$1,484.60 ","$14,854.96 "
CO-1420-4830,0.120286021,49472.43,Exterior,"$83,893.25 ",,6,2,4,,"$64,803.08 ",,"$19,090.17 "
CO-1420-4830,0.120286021,49472.43,Fire and Life Safety,"$2,686.95 ",,2,,,"$2,686.95 ",,,
CO-1420-4830,0.120286021,49472.43,HVAC,"$733,402.89 ",1,,,,,"$202,881.98 ","$530,520.90 ",
CO-1420-4830,0.120286021,49472.43,Interior,"$891,661.69 ",,3,3,14,,"$114,401.36 ","$249,413.05 ","$527,847.28 "
CO-1420-4830,0.120286021,49472.43,Other,"$2,775.00 ",,1,2,,,,"$2,775.00 ",
CO-1420-4830,0.120286021,49472.43,Plumbing,"$67,453.55 ",,,1,3,,,"$16,946.73 ","$50,506.82 "
CO-1420-4830,0.120286021,49472.43,Roofing,"$10,819.80 ",,,1,,"$10,819.80 ",,,
CO-1420-4830,0.120286021,49472.43,Site,"$367,090.65 ",1,,,2,,,"$260,464.40 ","$106,626.26 "
CO-1420-4830,0.120286021,49472.43,Specialties,"$216,458.34 ",,,5,5,,"$16,650.00 ",,"$199,808.34 "
CO-1420-4830,0.120286021,49472.43,Structure,"$112,951.61 ",,1,1,,,"$99,900.00 ","$13,051.61 ",
CO-1420-5944,0.144567389,53033.99,Electrical,"$325,874.71 ",,,1,1,,"$103,373.80 ","$212,989.72 ","$9,511.19 "
CO-1420-5944,0.144567389,53033.99,Exterior,"$370,384.77 ",,2,1,1,,"$369,186.68 ",,"$1,198.09 "
CO-1420-5944,0.144567389,53033.99,HVAC,"$211,350.47 ",,5,,1,,"$89,510.98 ","$110,714.45 ","$11,125.04 "
CO-1420-5944,0.144567389,53033.99,Interior,"$1,044,412.33 ",,3,2,11,,"$31,633.89 ","$105,197.54 ","$907,580.90 "
CO-1420-5944,0.144567389,53033.99,Other,"$2,775.00 ",,1,2,,,,"$2,775.00 ",
CO-1420-5944,0.144567389,53033.99,Plumbing,"$1,352.99 ",,,1,,,"$1,352.99 ",,
CO-1420-5944,0.144567389,53033.99,Roofing,"$9,836.99 ",,1,,,"$9,836.99 ",,,
CO-1420-5944,0.144567389,53033.99,Site,"$904,247.15 ",1,,,3,,"$53,870.05 ","$780,848.37 ","$69,528.72 "
CO-1420-5944,0.144567389,53033.99,Specialties,"$33,300.00 ",,4,4,,,,,"$33,300.00 "
CO-1420-5944,0.144567389,53033.99,Stairs and Elevators,"$44,709.58 ",,,,2,,,,"$44,709.58 "
CO-1420-5944,0.144567389,53033.99,Structure,"$31,979.08 ",,,,1,,,,"$31,979.08 "
CO-1420-7238,0.054915556,51303.86,Electrical,$536.98 ,,,,,,$536.98 ,,
CO-1420-7238,0.054915556,51303.86,Exterior,"$16,184.79 ",,1,,3,,"$8,582.84 ",,"$7,601.95 "
CO-1420-7238,0.054915556,51303.86,HVAC,"$18,990.85 ",,1,,,,,"$18,990.85 ",
CO-1420-7238,0.054915556,51303.86,Interior,"$716,249.53 ",,,1,5,,"$72,306.04 ","$147,887.16 ","$496,056.32 "
CO-1420-7238,0.054915556,51303.86,Other,"$2,775.00 ",,1,2,,,,"$2,775.00 ",
CO-1420-7238,0.054915556,51303.86,Plumbing,"$10,134.30 ",,,1,,,,"$10,134.30 ",
CO-1420-7238,0.054915556,51303.86,Roofing,"$18,383.01 ",,,1,,,"$18,383.01 ",,
CO-1420-7238,0.054915556,51303.86,Site,"$258,982.21 ",,2,,4,,,"$64,721.03 ","$194,261.19 "
CO-1420-7238,0.054915556,51303.86,Specialties,"$61,753.93 ",,,4,2,,,,"$61,753.93 "
CO-1420-7238,0.054915556,51303.86,Stairs and Elevators,"$1,261.15 ",,,,1,,,,"$1,261.15 "
CO-1420-7833,0.123931479,53529.79,Electrical,"$98,265.47 ",,,,1,,"$58,418.80 ","$38,153.57 ","$1,693.09 "
CO-1420-7833,0.123931479,53529.79,Exterior,"$35,062.87 ",,2,2,1,,"$10,299.41 ","$17,548.46 ","$7,215.00 "
CO-1420-7833,0.123931479,53529.79,HVAC,"$643,581.04 ",,1,2,3,,"$72,182.38 ","$216,091.37 ","$355,307.29 "
CO-1420-7833,0.123931479,53529.79,Interior,"$851,571.55 ",,1,2,11,,,"$137,362.50 ","$714,209.05 "
CO-1420-7833,0.123931479,53529.79,Plumbing,"$82,237.61 ",,,1,1,,,"$35,032.00 ","$47,205.61 "
CO-1420-7833,0.123931479,53529.79,Roofing,"$62,917.46 ",,,1,,"$62,917.46 ",,,
CO-1420-7833,0.123931479,53529.79,Site,"$816,923.53 ",1,,,6,,,"$532,913.89 ","$284,009.64 "
CO-1420-7833,0.123931479,53529.79,Specialties,"$62,268.28 ",,,11,4,,,,"$62,268.28 "
CO-1420-7833,0.123931479,53529.79,Structure,"$3,503.20 ",,,,,"$3,503.20 ",,,
CO-1420-9342,0.102912842,44263,Electrical,"$253,965.61 ",1,,,1,,"$70,221.64 ","$171,882.31 ","$11,861.66 "
CO-1420-9342,0.102912842,44263,Exterior,"$7,491.93 ",,2,2,1,,"$4,291.42 ","$2,918.51 ",$282.01 
CO-1420-9342,0.102912842,44263,HVAC,"$707,785.63 ",,1,1,1,,"$704,029.32 ",,"$3,756.31 "
CO-1420-9342,0.102912842,44263,Interior,"$345,482.25 ",,2,,6,,"$45,191.27 ","$122,912.16 ","$177,378.81 "
CO-1420-9342,0.102912842,44263,Other,"$2,775.00 ",,1,2,,,,"$2,775.00 ",
CO-1420-9342,0.102912842,44263,Plumbing,"$11,765.49 ",,,1,,"$11,765.49 ",,,
CO-1420-9342,0.102912842,44263,Site,"$316,642.70 ",2,,,3,,"$5,289.83 ","$244,352.18 ","$67,000.69 "
CO-1420-9342,0.102912842,44263,Specialties,"$120,290.28 ",,1,5,3,,,,"$120,290.28 "
CO-1420-2194,0.094149952,52618.24,Electrical,"$254,597.31 ",,,,2,,$805.47 ,"$213,592.63 ","$40,199.22 "
CO-1420-2194,0.094149952,52618.24,Exterior,"$12,874.26 ",,1,2,,,"$12,874.26 ",,
CO-1420-2194,0.094149952,52618.24,HVAC,"$285,390.85 ",,1,,,,"$266,400.00 ","$18,990.85 ",
CO-1420-2194,0.094149952,52618.24,Interior,"$334,125.64 ",,1,1,4,,,"$169,456.46 ","$164,669.18 "
CO-1420-2194,0.094149952,52618.24,Other,"$2,776.75 ",,,3,,$1.75 ,,"$2,775.00 ",
CO-1420-2194,0.094149952,52618.24,Site,"$798,333.99 ",1,,1,1,,"$381,995.79 ","$374,650.12 ","$41,688.08 "
CO-1420-2194,0.094149952,52618.24,Specialties,"$214,906.61 ",,2,4,3,,,"$29,715.51 ","$185,191.10 "
CO-1420-2194,0.094149952,52618.24,Structure,"$28,852.35 ",,,1,1,"$15,084.78 ",,,"$13,767.57 "
CO-1420-2300,0.040959085,137501.22,Electrical,"$669,819.09 ",1,,,,,"$49,950.00 ","$619,869.09 ",
CO-1420-2300,0.040959085,137501.22,Exterior,"$37,185.00 ",,1,4,,,"$37,185.00 ",,
CO-1420-2300,0.040959085,137501.22,Fire and Life Safety,"$16,295.13 ",,1,,,"$2,686.95 ","$13,608.18 ",,
CO-1420-2300,0.040959085,137501.22,HVAC,"$111,000.00 ",1,1,,,,"$111,000.00 ",,
CO-1420-2300,0.040959085,137501.22,Interior,"$299,700.00 ",,1,,,,,"$299,700.00 ",
CO-1420-2300,0.040959085,137501.22,Other,$444.00 ,,,1,,,,$444.00 ,
CO-1420-2300,0.040959085,137501.22,Site,"$111,000.00 ",,,1,,,,"$111,000.00 ",
CO-1420-2300,0.040959085,137501.22,Specialties,"$834,429.96 ",,,2,2,,,"$85,820.43 ","$748,609.53 "
CO-1420-2300,0.040959085,137501.22,Structure,"$27,750.00 ",,,1,,,,"$27,750.00 ",
CO-1420-3025,0.092181778,40062.52,Electrical,"$281,252.39 ",,,1,,,"$61,324.07 ","$219,928.32 ",
CO-1420-3025,0.092181778,40062.52,Exterior,"$44,245.18 ",,2,3,4,,"$24,820.18 ","$2,775.00 ","$16,650.00 "
CO-1420-3025,0.092181778,40062.52,Fire and Life Safety,"$11,100.00 ",,2,1,,,"$11,100.00 ",,
CO-1420-3025,0.092181778,40062.52,HVAC,"$240,618.39 ",,1,,,"$129,618.39 ","$111,000.00 ",,
CO-1420-3025,0.092181778,40062.52,Interior,"$500,047.16 ",1,2,,10,,,"$222,000.00 ","$278,047.16 "
CO-1420-3025,0.092181778,40062.52,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-3025,0.092181778,40062.52,Site,"$330,225.00 ",,,1,1,,,"$324,675.00 ","$5,550.00 "
CO-1420-3025,0.092181778,40062.52,Specialties,"$108,525.13 ",,,4,8,,,,"$108,525.13 "
CO-1420-3025,0.092181778,40062.52,Structure,"$49,657.86 ",,,,,,,"$49,657.86 ",
CO-1420-3624,0.161757716,40300.57,Electrical,"$245,986.72 ",,,1,,,"$83,250.00 ","$162,736.72 ",
CO-1420-3624,0.161757716,40300.57,Exterior,"$333,000.00 ",,1,2,,,"$333,000.00 ",,
CO-1420-3624,0.161757716,40300.57,HVAC,"$610,500.00 ",,2,,,"$388,500.00 ","$222,000.00 ",,
CO-1420-3624,0.161757716,40300.57,Interior,"$678,438.43 ",1,1,,5,,,"$301,920.00 ","$376,518.43 "
CO-1420-3624,0.161757716,40300.57,Other,"$25,435.73 ",,,1,,,,"$25,435.73 ",
CO-1420-3624,0.161757716,40300.57,Plumbing,"$181,660.48 ",,,2,1,"$9,804.59 ","$55,305.89 ","$49,950.00 ","$66,600.00 "
CO-1420-3624,0.161757716,40300.57,Roofing,"$7,662.37 ",1,2,1,,,,"$7,662.37 ",
CO-1420-3624,0.161757716,40300.57,Site,"$431,518.80 ",,,1,,,,"$431,518.80 ",
CO-1420-3624,0.161757716,40300.57,Specialties,"$60,336.89 ",,,5,2,,,"$2,616.89 ","$57,720.00 "
CO-1420-3628,0.064094982,206532.01,Electrical,"$982,280.53 ",,,1,3,"$7,761.34 ","$87,725.86 ","$861,277.75 ","$25,515.57 "
CO-1420-3628,0.064094982,206532.01,Exterior,"$55,765.70 ",1,2,5,4,,"$11,811.04 ",,"$43,954.66 "
CO-1420-3628,0.064094982,206532.01,HVAC,"$2,960,767.47 ",,3,,1,"$209,932.57 ","$2,205,633.92 ","$543,896.91 ","$1,304.06 "
CO-1420-3628,0.064094982,206532.01,Interior,"$1,266,993.11 ",,2,4,22,,"$54,912.64 ","$344,097.90 ","$867,982.56 "
CO-1420-3628,0.064094982,206532.01,Plumbing,"$89,403.63 ",,4,9,,"$10,427.27 ","$78,976.36 ",,
CO-1420-3628,0.064094982,206532.01,Roofing,"$527,654.44 ",1,2,,,"$55,500.00 ","$472,154.44 ",,
CO-1420-3628,0.064094982,206532.01,Site,"$562,706.53 ",1,2,,5,"$16,046.98 ",,"$459,326.25 ","$87,333.30 "
CO-1420-3628,0.064094982,206532.01,Specialties,"$1,004,992.35 ",2,,9,9,,"$11,100.00 ",,"$993,892.35 "
CO-1420-3628,0.064094982,206532.01,Stairs and Elevators,"$7,234.11 ",,1,,3,,,,"$7,234.11 "
CO-1420-4190,0.176527796,44399.86,Electrical,"$137,942.99 ",,,,1,,"$72,873.56 ","$25,833.59 ","$39,235.84 "
CO-1420-4190,0.176527796,44399.86,Exterior,"$8,705.44 ",,2,2,3,,,,"$8,705.44 "
CO-1420-4190,0.176527796,44399.86,HVAC,"$1,329,729.17 ",,,,2,,"$793,076.39 ","$491,558.73 ","$45,094.06 "
CO-1420-4190,0.176527796,44399.86,Interior,"$246,808.54 ",,4,4,6,,,"$190,087.50 ","$56,721.04 "
CO-1420-4190,0.176527796,44399.86,Other,"$2,775.00 ",,,2,,,,"$2,775.00 ",
