OBJECTID,Attend School Code,Attend School Name,Attendance Articulation Area,Grade,Choice,Longitude,Latitude
49059,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1297369,39.81036858
49060,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1300249,39.81096258
49061,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1305649,39.80914458
49062,CO-1420-3502,Golden High,Golden,10,Choice,-105.1314829,39.80898258
49063,CO-1420-5472,Manning,Option,07,Choice,-105.1314829,39.80898258
49064,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1310239,39.80929758
49065,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1310239,39.80929758
49066,CO-1420-3216,Fremont Elementary,Arvada West,02,Choice,-105.1307179,39.80999058
49067,CO-1420-5623,Long View,Option,11,Choice,-105.1307179,39.80999058
49068,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1312714,39.81027858
49069,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1313794,39.81029658
49070,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1313794,39.81029658
49071,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1285579,39.80810058
49072,CO-1420-9058,Vanderhoof Elementary,Arvada West,01,Home School,-105.1285579,39.80810058
49073,CO-1420-9058,Vanderhoof Elementary,Arvada West,KGF,Home School,-105.1301419,39.80834358
49074,CO-1420-9058,Vanderhoof Elementary,Arvada West,04,Home School,-105.1301419,39.80834358
49075,CO-1420-7239,Ralston Valley High,Ralston Valley,12,Choice,-105.1278109,39.80858658
49076,CO-1420-7239,Ralston Valley High,Ralston Valley,11,Choice,-105.1278109,39.80858658
49077,CO-1420-8300,Stott Elementary,Arvada West,02,Choice,-105.1308484,39.80854158
49078,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1287154,39.80855058
49079,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1295839,39.80901858
49080,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1242784,39.81309558
49081,CO-1420-6470,Oberon Middle,Ralston Valley,07,Home School,-105.1242784,39.81309558
49082,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1244719,39.81310458
49083,CO-1420-6470,Oberon Middle,Ralston Valley,07,Home School,-105.1244719,39.81310458
49084,CO-1420-6470,Oberon Middle,Ralston Valley,08,Home School,-105.1249309,39.81305058
49085,CO-1420-7870,Sierra Elementary,Ralston Valley,05,Choice,-105.1249309,39.81305058
49086,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1249309,39.81305058
49087,CO-1420-7870,Sierra Elementary,Ralston Valley,KGF,Choice,-105.1249309,39.81305058
49088,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1255474,39.81308658
49089,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1265644,39.81305058
49090,CO-1420-3216,Fremont Elementary,Arvada West,01,Home School,-105.1264474,39.81317658
49091,CO-1420-5472,Manning,Option,06,Choice,-105.1233379,39.81155658
49092,CO-1420-5472,Manning,Option,06,Choice,-105.1233379,39.81155658
49093,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1205434,39.80896458
49094,CO-1420-9058,Vanderhoof Elementary,Arvada West,01,Home School,-105.1205434,39.80896458
49095,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1211689,39.80993658
49096,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1211689,39.80993658
49097,CO-1420-8036,Sobesky Academy,Districtwide,10,Choice,-105.1211689,39.80993658
49098,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1212184,39.80855958
49099,CO-1420-7870,Sierra Elementary,Ralston Valley,PK,Choice,-105.1214434,39.80965758
49100,CO-1420-7870,Sierra Elementary,Ralston Valley,KGF,Choice,-105.1214434,39.80965758
49101,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1221589,39.80897358
49102,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1224334,39.80897358
49103,CO-1420-9058,Vanderhoof Elementary,Arvada West,03,Home School,-105.1221454,39.80812758
49104,CO-1420-9058,Vanderhoof Elementary,Arvada West,KGF,Home School,-105.1211194,39.80896458
49105,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1215604,39.81113358
49106,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1206739,39.81113358
49107,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1227034,39.80897358
49108,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1227034,39.80897358
49109,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1227034,39.80897358
49110,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1226494,39.80925258
49111,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1229194,39.80925258
49112,CO-1420-8300,Stott Elementary,Arvada West,04,Choice,-105.1234549,39.80855958
49113,CO-1420-8300,Stott Elementary,Arvada West,04,Choice,-105.1231894,39.80925258
49114,CO-1420-965,Brady Exploration School,Option,12,Choice,-105.1231894,39.80925258
49115,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1230004,39.80964858
49116,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1230004,39.80964858
49117,CO-1420-9058,Vanderhoof Elementary,Arvada West,02,Home School,-105.1230004,39.80964858
49118,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1233604,39.80963958
49119,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1230634,39.80833458
49120,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1230634,39.80833458
49121,CO-1420-9058,Vanderhoof Elementary,Arvada West,KGF,Home School,-105.1233604,39.80987358
49122,CO-1420-9058,Vanderhoof Elementary,Arvada West,01,Home School,-105.1233604,39.80987358
49123,CO-1420-9058,Vanderhoof Elementary,Arvada West,03,Home School,-105.1233604,39.80987358
49124,CO-1420-8300,Stott Elementary,Arvada West,01,Choice,-105.1233514,39.81033258
49125,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1183429,39.81304158
49126,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1183429,39.81304158
49127,CO-1420-3216,Fremont Elementary,Arvada West,KGF,Home School,-105.1183429,39.81304158
49128,CO-1420-9058,Vanderhoof Elementary,Arvada West,04,Home School,-105.1165789,39.81071958
49129,CO-1420-5354,Lumberg Elementary,Jefferson,KGF,Choice,-105.1166374,39.81142158
49130,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1166374,39.81142158
49131,CO-1420-5354,Lumberg Elementary,Jefferson,02,Choice,-105.1166374,39.81142158
49132,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1166374,39.81142158
49133,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1166554,39.81170058
49134,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1168399,39.81072858
49135,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1168399,39.81072858
49136,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1171369,39.81107058
49137,CO-1420-9429,West Woods Elementary,Ralston Valley,05,Choice,-105.1171369,39.81107058
49138,CO-1420-9058,Vanderhoof Elementary,Arvada West,KGF,Home School,-105.1170874,39.81143058
49139,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1170874,39.81143058
49140,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1170874,39.81143058
49141,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1174879,39.81069258
49142,CO-1420-9058,Vanderhoof Elementary,Arvada West,KGF,Home School,-105.1175644,39.81155658
49143,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1175644,39.81155658
49144,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1188649,39.80992758
49145,CO-1420-3726,Hackberry Hill Elementary,Arvada,02,Choice,-105.1188649,39.80992758
49146,CO-1420-9328,Weber Elementary,Pomona,PK,Choice,-105.1188649,39.80992758
49147,CO-1420-8856,Three Creeks K-8,Ralston Valley,05,Choice,-105.1180549,39.81151158
49148,CO-1420-9058,Vanderhoof Elementary,Arvada West,01,Home School,-105.1180549,39.81151158
49149,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1180549,39.81151158
49150,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1180549,39.81151158
49151,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1180549,39.81151158
49152,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1180729,39.81220458
49153,CO-1420-6848,Peak Expeditionary-Pennington,Wheat Ridge,02,Choice,-105.1180729,39.81220458
49154,CO-1420-3216,Fremont Elementary,Arvada West,02,Choice,-105.1180729,39.81220458
49155,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1180729,39.81220458
49156,CO-1420-3216,Fremont Elementary,Arvada West,03,Choice,-105.1180729,39.81220458
49157,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1197469,39.81072858
49158,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1187299,39.81108858
49159,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1198369,39.81125958
49160,CO-1420-8300,Stott Elementary,Arvada West,03,Choice,-105.1198369,39.81125958
49161,CO-1420-7870,Sierra Elementary,Ralston Valley,04,Choice,-105.1159354,39.81147558
49162,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1158814,39.81161958
49163,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1158814,39.81161958
49164,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1158814,39.81161958
49165,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1190224,39.81152958
49166,CO-1420-7114,Pomona Junior/Senior High,Pomona,06,Choice,-105.1190224,39.81152958
49167,CO-1420-5024,Lawrence Elementary,Arvada,02,Choice,-105.1190224,39.81152958
49168,CO-1420-8223,Stevens Elementary,Wheat Ridge,04,Choice,-105.1187389,39.81211458
49169,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1187389,39.81211458
49170,CO-1420-7114,Pomona Junior/Senior High,Pomona,11,Choice,-105.1192474,39.81198858
49171,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1192474,39.81198858
49172,CO-1420-8300,Stott Elementary,Arvada West,01,Choice,-105.1192474,39.81198858
49173,CO-1420-5024,Lawrence Elementary,Arvada,03,Choice,-105.1192474,39.81198858
49174,CO-1420-8300,Stott Elementary,Arvada West,02,Choice,-105.1192474,39.81198858
49175,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1192474,39.81198858
49176,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1171819,39.81250158
49177,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1166758,39.81193257
49178,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1135189,39.80860458
49179,CO-1420-9058,Vanderhoof Elementary,Arvada West,01,Home School,-105.1135189,39.80860458
49180,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,05,Choice,-105.1138834,39.80984658
49181,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1138834,39.80984658
49182,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1136764,39.81034158
49183,CO-1420-2120,D'Evelyn Junior/Senior,Option,07,Choice,-105.1144144,39.80897358
49184,CO-1420-9490,Westridge Elementary,Dakota Ridge,04,Choice,-105.1144144,39.80897358
49185,CO-1420-2120,D'Evelyn Junior/Senior,Option,09,Choice,-105.1144144,39.80897358
49186,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1137799,39.81034158
49187,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1141264,39.81033258
49188,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1144594,39.80954058
49189,CO-1420-8223,Stevens Elementary,Wheat Ridge,04,Choice,-105.1146574,39.81033258
49190,CO-1420-9058,Vanderhoof Elementary,Arvada West,03,Home School,-105.1151794,39.81033258
49191,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1153279,39.80965758
49192,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1153279,39.80965758
49193,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1159624,39.81034158
49194,CO-1420-3201,Free Horizon Montessori,Option,02,Choice,-105.1161334,39.80965758
49195,CO-1420-3201,Free Horizon Montessori,Option,PK,Choice,-105.1161334,39.80965758
49196,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1129924,39.80807358
49197,CO-1420-9058,Vanderhoof Elementary,Arvada West,02,Home School,-105.1129924,39.80807358
49198,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1144099,39.80817258
49199,CO-1420-3088,Foster Dual Language PK-8 School,Option,01,Choice,-105.1144099,39.80817258
49200,CO-1420-378,Arvada West High,Arvada West,11,Choice,-105.1119664,39.81045858
49201,CO-1420-3726,Hackberry Hill Elementary,Arvada,03,Choice,-105.1121374,39.81062058
49202,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1098379,39.81292458
49203,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1098379,39.81292458
49204,CO-1420-3216,Fremont Elementary,Arvada West,02,Home School,-105.1105399,39.81290658
49205,CO-1420-378,Arvada West High,Arvada West,10,Choice,-105.1093204,39.81019758
49206,CO-1420-3088,Foster Dual Language PK-8 School,Option,01,Choice,-105.1092844,39.80973858
49207,CO-1420-378,Arvada West High,Arvada West,09,Choice,-105.1113544,39.80997258
49208,CO-1420-3216,Fremont Elementary,Arvada West,03,Choice,-105.1098829,39.81137658
49209,CO-1420-378,Arvada West High,Arvada West,12,Choice,-105.1098829,39.81137658
49210,CO-1420-6470,Oberon Middle,Ralston Valley,08,Choice,-105.1082809,39.81031458
49211,CO-1420-6470,Oberon Middle,Ralston Valley,06,Choice,-105.1082809,39.81031458
49212,CO-1420-8209,Standley Lake High,Standley Lake,10,Choice,-105.1082809,39.81031458
49213,CO-1420-2288,Drake Middle,Arvada West,08,Choice,-105.1082269,39.81089958
49214,CO-1420-378,Arvada West High,Arvada West,11,Choice,-105.1082269,39.81089958
49215,CO-1420-3726,Hackberry Hill Elementary,Arvada,03,Choice,-105.1102294,39.81170958
49216,CO-1420-6470,Oberon Middle,Ralston Valley,08,Choice,-105.1102294,39.81170958
49217,CO-1420-3726,Hackberry Hill Elementary,Arvada,KGF,Choice,-105.1102294,39.81170958
49218,CO-1420-9432,Dennison Elementary,Option,05,Choice,-105.1090234,39.81162858
49219,CO-1420-9432,Dennison Elementary,Option,05,Choice,-105.1090234,39.81162858
49220,CO-1420-378,Arvada West High,Arvada West,11,Choice,-105.1082134,39.81214158
49221,CO-1420-6470,Oberon Middle,Ralston Valley,07,Choice,-105.1107964,39.81159258
49222,CO-1420-6470,Oberon Middle,Ralston Valley,06,Choice,-105.1107964,39.81159258
49223,CO-1420-3216,Fremont Elementary,Arvada West,KGF,Choice,-105.1098964,39.81244758
49224,CO-1420-378,Arvada West High,Arvada West,09,Choice,-105.1115074,39.81210558
49225,CO-1420-370,Arvada High,Arvada,09,Home School,-105.1087129,39.81264558
49226,CO-1420-370,Arvada High,Arvada,11,Home School,-105.1093339,39.81256458
49227,CO-1420-5024,Lawrence Elementary,Arvada,02,Home School,-105.1093339,39.81256458
49228,CO-1420-6330,North Arvada Middle,Arvada,06,Home School,-105.1093339,39.81256458
49229,CO-1420-378,Arvada West High,Arvada West,09,Choice,-105.1052074,39.80820858
49230,CO-1420-9232,Warder Elementary,Pomona,KGF,Choice,-105.1052029,39.80840658
49231,CO-1420-6330,North Arvada Middle,Arvada,06,Home School,-105.1055539,39.80861358
49232,CO-1420-9232,Warder Elementary,Pomona,KGF,Choice,-105.1080379,39.80899158
49233,CO-1420-8300,Stott Elementary,Arvada West,KGF,Choice,-105.1083574,39.80929758
49234,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1082089,39.80981058
49235,CO-1420-5024,Lawrence Elementary,Arvada,01,Home School,-105.1082089,39.80981058
49236,CO-1420-378,Arvada West High,Arvada West,12,Choice,-105.1051984,39.80906358
49237,CO-1420-3201,Free Horizon Montessori,Option,04,Choice,-105.1071019,39.80918058
49238,CO-1420-3201,Free Horizon Montessori,Option,01,Choice,-105.1071019,39.80918058
49239,CO-1420-6470,Oberon Middle,Ralston Valley,06,Choice,-105.1046269,39.80855958
49240,CO-1420-378,Arvada West High,Arvada West,12,Choice,-105.1062424,39.81026058
49241,CO-1420-7870,Sierra Elementary,Ralston Valley,05,Choice,-105.1081009,39.81014358
49242,CO-1420-7870,Sierra Elementary,Ralston Valley,03,Choice,-105.1081009,39.81014358
49243,CO-1420-2288,Drake Middle,Arvada West,07,Choice,-105.1077139,39.81043158
49244,CO-1420-5024,Lawrence Elementary,Arvada,04,Home School,-105.1077139,39.81043158
49245,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1056709,39.81004458
49246,CO-1420-378,Arvada West High,Arvada West,09,Choice,-105.1059319,39.81134958
49247,CO-1420-2288,Drake Middle,Arvada West,07,Choice,-105.1059319,39.81134958
49248,CO-1420-378,Arvada West High,Arvada West,11,Choice,-105.1059319,39.81134958
49249,CO-1420-9429,West Woods Elementary,Ralston Valley,02,Choice,-105.1061524,39.81120558
49250,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1061524,39.81120558
49251,CO-1420-4942,Lakewood High,Lakewood,12,Choice,-105.1060444,39.81038658
49252,CO-1420-8300,Stott Elementary,Arvada West,02,Choice,-105.1005094,39.81177258
49253,CO-1420-3216,Fremont Elementary,Arvada West,05,Choice,-105.1005094,39.81177258
49254,CO-1420-378,Arvada West High,Arvada West,12,Choice,-105.1005094,39.81177258
49255,CO-1420-370,Arvada High,Arvada,12,Home School,-105.1005094,39.81177258
49256,CO-1420-378,Arvada West High,Arvada West,10,Choice,-105.1005094,39.81177258
49257,CO-1420-8300,Stott Elementary,Arvada West,02,Choice,-105.1005094,39.81177258
49258,CO-1420-370,Arvada High,Arvada,12,Home School,-105.1005094,39.81177258
49259,CO-1420-370,Arvada High,Arvada,09,Home School,-105.1005094,39.81177258
49260,CO-1420-6330,North Arvada Middle,Arvada,07,Home School,-105.1005094,39.81177258
49261,CO-1420-9328,Weber Elementary,Pomona,PK,Choice,-105.1014139,39.81180858
49262,CO-1420-3088,Foster Dual Language PK-8 School,Option,KGF,Choice,-105.0971209,39.80789358
49263,CO-1420-3088,Foster Dual Language PK-8 School,Option,03,Choice,-105.0971209,39.80789358
49264,CO-1420-3088,Foster Dual Language PK-8 School,Option,02,Choice,-105.0971209,39.80789358
49265,CO-1420-378,Arvada West High,Arvada West,09,Choice,-105.0986239,39.80828958
49266,CO-1420-378,Arvada West High,Arvada West,12,Choice,-105.0995464,39.80828058
49267,CO-1420-5024,Lawrence Elementary,Arvada,01,Home School,-105.0989929,39.80847858
49268,CO-1420-5024,Lawrence Elementary,Arvada,04,Home School,-105.0989929,39.80847858
49269,CO-1420-7708,Secrest Elementary,Arvada,02,Choice,-105.0961804,39.80927958
49270,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.0961804,39.80927958
49271,CO-1420-378,Arvada West High,Arvada West,11,Choice,-105.0961849,39.80945958
