OBJECTID,Attend School Code,Attend School Name,Attendance Articulation Area,Grade,Choice,Longitude,Latitude
315,CO-1420-1522,Chatfield High,Chatfield,09,Choice,-105.0723034,39.47088862
316,CO-1420-664,Bear Creek High,Bear Creek,12,Choice,-105.0645544,39.46816162
317,CO-1420-1864,Columbine High,Columbine,12,Choice,-105.0647884,39.47150962
318,CO-1420-1864,Columbine High,Columbine,12,Choice,-105.0645229,39.47020462
319,CO-1420-9008,Ute Meadows Elementary,Chatfield,02,Choice,-105.0645499,39.46930462
320,CO-1420-2093,Dakota Ridge High,Dakota Ridge,10,Choice,-105.0647074,39.46971862
321,CO-1420-9428,West Jefferson Middle,Conifer,07,Choice,-105.4071708,39.47262565
322,CO-1420-1886,Conifer High,Conifer,11,Choice,-105.4071708,39.47262565
323,CO-1420-2616,Elk Creek Elementary,Conifer,05,Choice,-105.4071708,39.47262565
324,CO-1420-1886,Conifer High,Conifer,10,Choice,-105.4071708,39.47262565
325,CO-1420-2616,Elk Creek Elementary,Conifer,02,Choice,-105.3997053,39.47422765
326,CO-1420-2616,Elk Creek Elementary,Conifer,04,Choice,-105.3997053,39.47422765
327,CO-1420-9428,West Jefferson Middle,Conifer,06,Choice,-105.3997053,39.47422765
328,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.3996388,39.47372465
329,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.3978468,39.47414665
330,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.3978468,39.47414665
331,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.3943728,39.47328265
332,CO-1420-2616,Elk Creek Elementary,Conifer,KGF,Home School,-105.3943728,39.47328265
333,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.3961593,39.47315665
334,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.3961593,39.47315665
335,CO-1420-9428,West Jefferson Middle,Conifer,07,Home School,-105.3968658,39.47181565
336,CO-1420-2616,Elk Creek Elementary,Conifer,KGF,Home School,-105.3968658,39.47181565
337,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.3953673,39.47121265
338,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.3969018,39.47104165
339,CO-1420-2616,Elk Creek Elementary,Conifer,01,Home School,-105.3969018,39.47104165
340,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.3975048,39.47109565
341,CO-1420-2616,Elk Creek Elementary,Conifer,02,Home School,-105.3977028,39.47351665
342,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.3977028,39.47351665
343,CO-1420-2616,Elk Creek Elementary,Conifer,KGF,Home School,-105.3918888,39.47561365
344,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3912903,39.47539765
345,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3926313,39.47510965
346,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.3923253,39.47481265
347,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3923253,39.47481265
348,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3921498,39.47261665
349,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.3921498,39.47261665
350,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3938778,39.47437165
351,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.3937428,39.47494765
352,CO-1420-2616,Elk Creek Elementary,Conifer,02,Home School,-105.3937428,39.47494765
353,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3895263,39.47126665
354,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3895263,39.47126665
355,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.3872763,39.47139265
356,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3794823,39.47154565
357,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.3595698,39.47425464
358,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.3586968,39.47108664
359,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.3586968,39.47108664
360,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.3522258,39.47242764
361,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3465153,39.47287764
362,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3283848,39.47555064
363,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3250143,39.47368764
364,CO-1420-2836,Evergreen High,Evergreen,09,Choice,-105.2887174,39.47391264
365,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.2859184,39.47308464
366,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.2853064,39.47283264
367,CO-1420-9428,West Jefferson Middle,Conifer,07,Home School,-105.2853064,39.47283264
368,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.2825389,39.47288664
369,CO-1420-6804,Parmalee Elementary,Evergreen,04,Choice,-105.2832904,39.47290464
370,CO-1420-6804,Parmalee Elementary,Evergreen,04,Choice,-105.2832904,39.47290464
371,CO-1420-6804,Parmalee Elementary,Evergreen,03,Choice,-105.2832904,39.47290464
372,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.2839789,39.47252664
373,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.2839789,39.47252664
374,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.2759419,39.47525364
375,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.2759419,39.47525364
376,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.2748079,39.47463264
377,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.2748079,39.47463264
378,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.2720044,39.47314764
379,CO-1420-9424,West Jefferson Elementary,Conifer,04,Choice,-105.2717344,39.47086164
380,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.2683279,39.47222964
381,CO-1420-2616,Elk Creek Elementary,Conifer,03,Choice,-105.1956484,39.47357063
382,CO-1420-2616,Elk Creek Elementary,Conifer,03,Choice,-105.1941859,39.47207663
383,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.1941859,39.47207663
384,CO-1420-2963,Falcon Bluffs Middle,Chatfield,08,Choice,-105.0795214,39.47261662
385,CO-1420-1522,Chatfield High,Chatfield,10,Choice,-105.0795214,39.47261662
386,CO-1420-950,Bradford K8 South,Chatfield,KGF,Choice,-105.0798859,39.47293162
387,CO-1420-2130,Deer Creek Middle,Chatfield,08,Choice,-105.0809389,39.47323762
388,CO-1420-1864,Columbine High,Columbine,10,Choice,-105.0822889,39.47438962
389,CO-1420-950,Bradford K8 South,Chatfield,04,Choice,-105.0766549,39.47039362
390,CO-1420-2093,Dakota Ridge High,Dakota Ridge,10,Choice,-105.0774064,39.47260762
391,CO-1420-1522,Chatfield High,Chatfield,09,Choice,-105.0779419,39.47264362
392,CO-1420-1522,Chatfield High,Chatfield,11,Choice,-105.0741619,39.47473162
393,CO-1420-6286,Normandy Elementary,Columbine,05,Choice,-105.0677584,39.47115862
394,CO-1420-950,Bradford K8 South,Chatfield,KGF,Choice,-105.0664219,39.47222062
395,CO-1420-9428,West Jefferson Middle,Conifer,06,Choice,-105.4626198,39.47881765
396,CO-1420-1886,Conifer High,Conifer,11,Choice,-105.4626198,39.47881765
397,CO-1420-9424,West Jefferson Elementary,Conifer,03,Choice,-105.4626198,39.47881765
398,CO-1420-9424,West Jefferson Elementary,Conifer,05,Choice,-105.4626198,39.47881765
399,CO-1420-1886,Conifer High,Conifer,09,Choice,-105.4626198,39.47881765
400,CO-1420-9428,West Jefferson Middle,Conifer,06,Choice,-105.4219848,39.47686465
401,CO-1420-1886,Conifer High,Conifer,09,Choice,-105.4219848,39.47686465
402,CO-1420-9428,West Jefferson Middle,Conifer,08,Choice,-105.4219848,39.47686465
403,CO-1420-1886,Conifer High,Conifer,10,Choice,-105.4175838,39.47641465
404,CO-1420-2616,Elk Creek Elementary,Conifer,01,Choice,-105.4169088,39.47712565
405,CO-1420-2616,Elk Creek Elementary,Conifer,01,Choice,-105.4159233,39.47623465
406,CO-1420-33,McLain Community High School,Option,12,Choice,-105.4112908,39.47636063
407,CO-1420-9428,West Jefferson Middle,Conifer,06,Choice,-105.4026708,39.47660365
408,CO-1420-6804,Parmalee Elementary,Evergreen,05,Choice,-105.4019778,39.47675665
409,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3964743,39.47735065
410,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.3916773,39.47924964
411,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.3916773,39.47924964
412,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.3701628,39.47732364
413,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.3569463,39.47541564
414,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.3569463,39.47541564
415,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.3569463,39.47541564
416,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.3299328,39.47711664
417,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.3313053,39.47848464
418,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3313053,39.47848464
419,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.2964169,39.47787264
420,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.2964169,39.47787264
421,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.2964169,39.47787264
422,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.2997559,39.47816064
423,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.2997559,39.47816064
424,CO-1420-9424,West Jefferson Elementary,Conifer,04,Choice,-105.2875744,39.47475864
425,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.2875744,39.47475864
426,CO-1420-9424,West Jefferson Elementary,Conifer,KGF,Choice,-105.2758339,39.47583864
427,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.2742634,39.47666664
428,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.2721169,39.47717964
429,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.2721169,39.47717964
430,CO-1420-9424,West Jefferson Elementary,Conifer,PK,Choice,-105.2627434,39.47486664
431,CO-1420-5758,Meiklejohn Elementary,Ralston Valley,05,Choice,-105.0992989,39.47672062
432,CO-1420-1864,Columbine High,Columbine,12,Choice,-105.0801649,39.47698162
433,CO-1420-4548,Ken Caryl Middle,Columbine,07,Choice,-105.0798094,39.47618062
434,CO-1420-1864,Columbine High,Columbine,09,Choice,-105.0798094,39.47618062
435,CO-1420-1864,Columbine High,Columbine,09,Choice,-105.0805159,39.47750362
436,CO-1420-5036,Leawood Elementary,Columbine,KGF,Choice,-105.0814474,39.47748562
437,CO-1420-2093,Dakota Ridge High,Dakota Ridge,10,Choice,-105.0781309,39.47549662
438,CO-1420-2963,Falcon Bluffs Middle,Chatfield,08,Choice,-105.0781309,39.47549662
439,CO-1420-1876,Coronado Elementary,Chatfield,05,Choice,-105.0781309,39.47549662
440,CO-1420-1522,Chatfield High,Chatfield,10,Choice,-105.0748504,39.47522662
441,CO-1420-1522,Chatfield High,Chatfield,12,Choice,-105.0700354,39.47494762
442,CO-1420-1864,Columbine High,Columbine,09,Choice,-105.0675514,39.47576662
443,CO-1420-1876,Coronado Elementary,Chatfield,03,Choice,-105.0710119,39.47566762
444,CO-1420-4549,Kendallvue Elementary,Bear Creek,03,Choice,-105.0662419,39.47761162
445,CO-1420-4548,Ken Caryl Middle,Columbine,06,Choice,-105.0662419,39.47761162
446,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.4172373,39.48072565
447,CO-1420-2616,Elk Creek Elementary,Conifer,01,Choice,-105.4172373,39.48072565
448,CO-1420-9424,West Jefferson Elementary,Conifer,PK,Choice,-105.4018473,39.48090565
449,CO-1420-1886,Conifer High,Conifer,09,Choice,-105.4018473,39.48090565
450,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.3965193,39.48037464
451,CO-1420-2836,Evergreen High,Evergreen,12,Choice,-105.3975858,39.48038364
452,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3948183,39.47915964
453,CO-1420-5580,Marshdale Elementary,Conifer,04,Choice,-105.3948183,39.47915964
454,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.3948183,39.47915964
455,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.3933828,39.48209364
456,CO-1420-5580,Marshdale Elementary,Conifer,01,Choice,-105.3885993,39.47880864
457,CO-1420-5580,Marshdale Elementary,Conifer,04,Choice,-105.3885993,39.47880864
458,CO-1420-5580,Marshdale Elementary,Conifer,02,Choice,-105.3885993,39.47880864
459,CO-1420-9424,West Jefferson Elementary,Conifer,PK,Choice,-105.3896703,39.47951964
460,CO-1420-9424,West Jefferson Elementary,Conifer,PK,Choice,-105.3896703,39.47951964
461,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.3837708,39.48171564
462,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.3853683,39.48140064
463,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.3853683,39.48140064
464,CO-1420-9424,West Jefferson Elementary,Conifer,04,Choice,-105.3819843,39.47960964
465,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3819843,39.47960964
466,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.3819843,39.47960964
467,CO-1420-9428,West Jefferson Middle,Conifer,07,Home School,-105.3819843,39.47960964
468,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3819843,39.47960964
469,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.3806343,39.48044664
470,CO-1420-9424,West Jefferson Elementary,Conifer,KGF,Choice,-105.3334383,39.48083364
471,CO-1420-9428,West Jefferson Middle,Conifer,07,Home School,-105.3334383,39.48083364
472,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3313008,39.48008664
473,CO-1420-2616,Elk Creek Elementary,Conifer,02,Home School,-105.3264588,39.47785464
474,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.3090889,39.47844864
475,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3090889,39.47844864
476,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3008494,39.47873664
477,CO-1420-9424,West Jefferson Elementary,Conifer,PK,Choice,-105.2977714,39.48044664
478,CO-1420-9424,West Jefferson Elementary,Conifer,PK,Choice,-105.2977714,39.48044664
479,CO-1420-2616,Elk Creek Elementary,Conifer,PK,Choice,-105.2941174,39.47983464
480,CO-1420-2616,Elk Creek Elementary,Conifer,02,Home School,-105.2941174,39.47983464
481,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.2855404,39.47991564
482,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.2855404,39.47991564
483,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.2792359,39.47780064
484,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.2799064,39.47973564
485,CO-1420-9424,West Jefferson Elementary,Conifer,03,Choice,-105.2773099,39.47889864
486,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.2734534,39.48036564
487,CO-1420-9428,West Jefferson Middle,Conifer,07,Home School,-105.2734534,39.48036564
488,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.2751004,39.47960064
489,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.2751004,39.47960064
490,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.2751004,39.47960064
491,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.2709874,39.47941164
492,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.2722744,39.47958264
493,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.2722744,39.47958264
494,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.2722744,39.47958264
495,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.2722744,39.47958264
496,CO-1420-4942,Lakewood High,Lakewood,11,Choice,-105.0814924,39.47932162
497,CO-1420-2963,Falcon Bluffs Middle,Chatfield,07,Choice,-105.0823429,39.47958262
498,CO-1420-1522,Chatfield High,Chatfield,12,Choice,-105.0823429,39.47958262
499,CO-1420-1864,Columbine High,Columbine,09,Choice,-105.0820144,39.48167962
500,CO-1420-8280,Stony Creek Elementary,Chatfield,PK,Choice,-105.0766009,39.47877262
501,CO-1420-8280,Stony Creek Elementary,Chatfield,KGF,Choice,-105.0766009,39.47877262
502,CO-1420-1522,Chatfield High,Chatfield,09,Choice,-105.0766009,39.47877262
503,CO-1420-1522,Chatfield High,Chatfield,11,Choice,-105.0766009,39.47877262
504,CO-1420-2130,Deer Creek Middle,Chatfield,08,Choice,-105.0744454,39.48030262
505,CO-1420-1864,Columbine High,Columbine,11,Choice,-105.0744454,39.48030262
506,CO-1420-1864,Columbine High,Columbine,12,Choice,-105.0737524,39.48104062
507,CO-1420-2093,Dakota Ridge High,Dakota Ridge,12,Choice,-105.0737524,39.47925862
508,CO-1420-5036,Leawood Elementary,Columbine,05,Choice,-105.0745984,39.48005062
509,CO-1420-1522,Chatfield High,Chatfield,10,Choice,-105.0745984,39.48005062
510,CO-1420-2130,Deer Creek Middle,Chatfield,08,Choice,-105.0745984,39.48005062
511,CO-1420-2093,Dakota Ridge High,Dakota Ridge,11,Choice,-105.0717029,39.47923661
512,CO-1420-6133,Mortensen Elementary,Chatfield,05,Choice,-105.0694729,39.47709862
513,CO-1420-2963,Falcon Bluffs Middle,Chatfield,08,Choice,-105.0694729,39.47709862
514,CO-1420-952,Bradford K8 North,Chatfield,07,Choice,-105.0710409,39.47903762
515,CO-1420-2120,D'Evelyn Junior/Senior,Option,11,Choice,-105.0710409,39.47903762
516,CO-1420-1522,Chatfield High,Chatfield,12,Choice,-105.0668449,39.48035662
517,CO-1420-952,Bradford K8 North,Chatfield,08,Choice,-105.0639649,39.48103162
518,CO-1420-950,Bradford K8 South,Chatfield,01,Choice,-105.0639649,39.48103162
519,CO-1420-1522,Chatfield High,Chatfield,12,Choice,-105.0639649,39.48103162
520,CO-1420-1864,Columbine High,Columbine,11,Choice,-105.0305614,39.47953762
521,CO-1420-4548,Ken Caryl Middle,Columbine,08,Choice,-105.0305614,39.47953762
522,CO-1420-9428,West Jefferson Middle,Conifer,07,Choice,-105.4086128,39.48379466
523,CO-1420-9428,West Jefferson Middle,Conifer,08,Choice,-105.4086128,39.48379466
524,CO-1420-2616,Elk Creek Elementary,Conifer,05,Choice,-105.4006863,39.48458664
525,CO-1420-1886,Conifer High,Conifer,12,Choice,-105.3989763,39.48572064
526,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3965643,39.48132864
527,CO-1420-9428,West Jefferson Middle,Conifer,08,Home School,-105.3965643,39.48132864
528,CO-1420-1886,Conifer High,Conifer,11,Home School,-105.3965643,39.48132864
529,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3958983,39.48401064
530,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3958983,39.48401064
531,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3898728,39.48433464
532,CO-1420-2616,Elk Creek Elementary,Conifer,03,Home School,-105.3928203,39.48331764
533,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.3928203,39.48331764
534,CO-1420-9428,West Jefferson Middle,Conifer,07,Home School,-105.3879693,39.48147264
535,CO-1420-2616,Elk Creek Elementary,Conifer,01,Home School,-105.3879693,39.48147264
536,CO-1420-1886,Conifer High,Conifer,09,Home School,-105.3879693,39.48147264
537,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.3887568,39.48209364
538,CO-1420-2616,Elk Creek Elementary,Conifer,05,Home School,-105.3887568,39.48209364
539,CO-1420-9428,West Jefferson Middle,Conifer,06,Home School,-105.3889323,39.48446064
540,CO-1420-2093,Dakota Ridge High,Dakota Ridge,11,Choice,-105.3826053,39.48531564
541,CO-1420-2322,Dutch Creek Elementary,Columbine,04,Choice,-105.3830553,39.48457764
542,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3843738,39.48527064
543,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3843738,39.48527064
544,CO-1420-9428,West Jefferson Middle,Conifer,07,Home School,-105.3843738,39.48527064
545,CO-1420-1886,Conifer High,Conifer,12,Home School,-105.3857868,39.48570264
546,CO-1420-2120,D'Evelyn Junior/Senior,Option,08,Choice,-105.3792168,39.48403764
547,CO-1420-2120,D'Evelyn Junior/Senior,Option,07,Choice,-105.3792168,39.48403764
548,CO-1420-1886,Conifer High,Conifer,10,Home School,-105.3603573,39.48509064
549,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3609153,39.48391164
550,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3546063,39.48343464
551,CO-1420-2616,Elk Creek Elementary,Conifer,01,Home School,-105.3546063,39.48343464
552,CO-1420-2616,Elk Creek Elementary,Conifer,01,Home School,-105.3546063,39.48343464
553,CO-1420-2616,Elk Creek Elementary,Conifer,04,Home School,-105.3320388,39.48494664
554,CO-1420-2616,Elk Creek Elementary,Conifer,01,Home School,-105.3197854,39.48418164
